Section	Temperature Measurements	Expected Robots	Actual Robots	Goal Fulfilment Times
C	[11.71, 21.14, 13.79, 27.62, 14.89, 26.93, 14.68, 27.14, 16.21, 16.83]	3.0	1.0	169
B	[10.84, 10.47, 27.06, 24.44, 24.38, 24.18, 18.07, 13.19, 21.61, 18.46]	4.0	2.0	151
D	[18.81, 29.97, 23.47, 18.91, 29.92, 23.99, 23.79, 26.65, 18.05, 24.81]	1.0	1.0	172
D	[22.6, 28.65, 30.28, 28.82, 15.79, 17.31, 25.77, 15.28, 16.09, 20.98]	4.0	3.0	172
A	[18.13, 13.97, 23.87, 21.13, 10.84, 11.24, 15.68, 26.6, 27.07, 17.53]	2.0	0.0	0
D	[25.2, 10.44, 11.13, 29.11, 26.42, 21.76, 17.74, 20.99, 28.11, 30.24]	3.0	3.0	142
A	[22.21, 17.49, 30.17, 18.95, 16.78, 22.26, 20.06, 15.58, 29.72, 17.61]	3.0	2.0	175
B	[10.52, 29.49, 26.05, 10.23, 18.48, 21.58, 16.28, 22.56, 16.81, 28.04]	3.0	2.0	169
A	[28.34, 21.08, 12.12, 26.27, 12.49, 30.13, 17.28, 27.86, 11.43, 15.41]	3.0	3.0	177
C	[24.31, 25.31, 30.07, 15.42, 20.03, 28.24, 11.79, 16.7, 21.04, 24.18]	1.0	1.0	288
D	[25.38, 15.17, 16.58, 15.63, 23.33, 28.57, 18.98, 29.37, 15.47, 22.6]	1.0	1.0	293
A	[21.28, 21.58, 26.43, 11.98, 14.53, 19.14, 21.51, 25.5, 18.19, 24.93]	4.0	1.0	160
A	[28.81, 17.87, 19.09, 23.41, 29.57, 28.81, 13.94, 30.25, 23.38, 17.62]	4.0	4.0	152
D	[12.12, 11.62, 23.77, 19.02, 14.68, 21.86, 25.43, 28.43, 22.34, 18.13]	1.0	1.0	93
B	[28.45, 29.72, 19.14, 20.85, 17.86, 18.24, 18.67, 25.78, 15.33, 14.05]	1.0	1.0	229
B	[28.28, 21.8, 26.33, 18.69, 26.6, 21.15, 20.37, 29.29, 28.91, 19.72]	4.0	4.0	176
C	[18.64, 29.53, 28.71, 28.4, 30.09, 22.77, 26.65, 10.95, 23.55, 19.09]	4.0	2.0	165
D	[15.96, 21.5, 29.5, 26.42, 25.1, 19.89, 14.09, 17.21, 17.69, 14.89]	2.0	1.0	142
C	[14.66, 12.92, 29.09, 27.48, 24.49, 24.98, 16.09, 29.86, 16.2, 27.93]	4.0	1.0	147
C	[11.77, 26.65, 13.68, 26.53, 26.37, 20.5, 12.87, 21.22, 20.19, 20.72]	1.0	1.0	236
C	[10.89, 27.62, 27.05, 18.32, 15.47, 16.81, 29.0, 17.22, 20.14, 27.24]	3.0	0.0	0
B	[24.92, 11.72, 22.4, 22.55, 16.26, 22.82, 26.45, 12.66, 29.18, 17.96]	2.0	0.0	0
C	[24.22, 25.08, 12.68, 20.04, 23.47, 26.89, 26.18, 18.11, 13.22, 25.04]	1.0	0.0	0
A	[21.22, 19.11, 25.56, 16.77, 29.52, 28.09, 29.8, 24.67, 11.14, 29.23]	4.0	2.0	286
D	[11.01, 21.13, 22.37, 15.18, 23.5, 13.27, 15.93, 12.53, 29.24, 29.58]	2.0	2.0	99
C	[30.27, 21.16, 25.41, 24.17, 26.24, 12.83, 12.07, 29.1, 11.53, 15.27]	2.0	2.0	228
B	[17.92, 14.7, 25.61, 15.56, 20.9, 27.84, 23.78, 25.11, 24.83, 20.47]	1.0	1.0	175
D	[20.11, 23.72, 13.85, 15.62, 23.02, 11.36, 19.35, 12.41, 18.24, 24.7]	2.0	1.0	242
D	[11.29, 20.97, 17.59, 17.19, 23.16, 23.89, 29.8, 21.22, 24.37, 29.92]	3.0	2.0	223
A	[10.54, 29.64, 24.66, 11.34, 14.56, 23.43, 30.22, 11.34, 16.33, 11.55]	3.0	0.0	0
C	[17.07, 10.79, 18.8, 27.9, 19.71, 28.39, 13.48, 16.22, 28.04, 25.79]	4.0	2.0	185
D	[22.08, 21.7, 25.83, 25.53, 10.34, 18.81, 23.02, 13.89, 13.44, 18.77]	3.0	3.0	202
A	[26.77, 14.09, 20.08, 17.12, 14.99, 23.14, 21.22, 29.84, 22.92, 22.95]	3.0	0.0	0
A	[23.75, 18.99, 12.78, 10.54, 29.49, 28.94, 28.83, 29.8, 23.03, 16.39]	3.0	0.0	0
A	[29.93, 25.68, 11.24, 27.47, 20.86, 28.11, 21.25, 19.51, 27.67, 25.88]	4.0	4.0	210
A	[16.79, 12.2, 13.01, 16.06, 13.95, 24.41, 10.7, 26.31, 19.89, 17.82]	1.0	0.0	0
B	[28.93, 13.57, 18.72, 10.52, 11.08, 24.68, 18.98, 10.93, 27.44, 23.16]	1.0	1.0	106
B	[29.95, 23.36, 26.26, 16.33, 27.61, 17.17, 25.72, 11.51, 21.0, 20.24]	2.0	2.0	166
A	[11.23, 21.81, 13.96, 11.1, 25.44, 26.14, 15.59, 15.57, 11.64, 25.07]	1.0	0.0	0
B	[18.87, 12.81, 11.36, 27.15, 27.08, 26.39, 21.21, 23.34, 26.03, 21.17]	2.0	0.0	0
C	[25.85, 16.35, 13.16, 29.2, 14.16, 24.75, 16.37, 28.54, 19.86, 19.8]	4.0	2.0	185
D	[18.61, 20.76, 12.02, 16.0, 22.15, 24.9, 23.44, 10.65, 20.77, 29.77]	4.0	1.0	181
A	[20.12, 22.67, 19.57, 28.4, 30.28, 11.37, 20.3, 18.92, 13.9, 26.25]	2.0	0.0	0
A	[17.35, 18.92, 19.05, 17.63, 15.01, 18.82, 21.38, 10.42, 14.28, 29.57]	4.0	2.0	195
A	[13.13, 23.95, 27.95, 21.3, 19.78, 17.31, 23.33, 19.02, 16.33, 17.63]	1.0	1.0	292
C	[11.2, 26.43, 15.41, 24.97, 19.01, 11.93, 28.62, 20.57, 27.7, 22.92]	4.0	1.0	110
C	[21.53, 18.11, 21.89, 27.05, 12.26, 28.17, 28.69, 26.43, 27.3, 16.3]	3.0	2.0	164
B	[26.17, 21.67, 27.58, 14.53, 10.89, 14.08, 14.74, 29.89, 22.61, 19.53]	2.0	1.0	237
D	[18.92, 29.25, 22.39, 19.69, 23.86, 25.38, 11.52, 15.81, 11.34, 23.02]	1.0	1.0	71
A	[13.21, 10.92, 27.14, 16.86, 21.6, 12.68, 10.95, 24.06, 20.64, 21.29]	2.0	2.0	173
A	[18.09, 30.05, 30.06, 15.02, 27.88, 11.25, 18.4, 10.93, 18.43, 23.41]	2.0	2.0	231
B	[12.58, 23.0, 13.72, 27.5, 17.84, 22.64, 19.75, 15.28, 10.35, 28.65]	3.0	2.0	165
A	[26.75, 10.42, 12.06, 27.6, 10.87, 23.62, 25.06, 28.02, 22.65, 26.62]	4.0	4.0	229
D	[16.51, 21.88, 24.47, 11.87, 12.52, 17.09, 26.36, 22.55, 29.56, 23.34]	1.0	0.0	0
A	[11.85, 29.87, 10.63, 19.88, 28.81, 25.67, 14.44, 14.41, 30.24, 28.94]	3.0	3.0	209
A	[21.33, 28.33, 13.76, 20.47, 13.0, 24.65, 23.47, 16.36, 24.09, 12.33]	4.0	1.0	191
B	[24.99, 28.63, 25.79, 27.69, 20.95, 15.47, 19.86, 23.11, 14.96, 16.64]	3.0	1.0	261
C	[21.79, 22.4, 30.24, 15.3, 24.9, 16.59, 11.33, 11.55, 21.39, 22.05]	4.0	2.0	203
B	[27.11, 25.5, 15.15, 19.07, 11.22, 18.1, 20.95, 13.17, 13.25, 18.12]	1.0	0.0	0
A	[21.11, 26.96, 11.22, 28.24, 17.33, 23.89, 24.78, 27.33, 25.05, 28.7]	2.0	0.0	0
D	[13.26, 21.58, 17.1, 24.75, 27.97, 14.03, 27.4, 15.63, 29.88, 23.02]	4.0	1.0	69
C	[17.83, 12.79, 22.87, 21.6, 23.29, 20.23, 21.26, 26.33, 11.99, 23.53]	2.0	2.0	114
D	[10.82, 12.42, 20.28, 26.41, 17.78, 15.6, 10.64, 23.95, 22.59, 20.44]	1.0	0.0	0
C	[11.69, 15.45, 22.05, 27.66, 12.65, 29.18, 14.01, 14.95, 28.07, 24.52]	1.0	0.0	0
B	[12.69, 17.39, 14.28, 22.73, 16.03, 28.14, 17.28, 19.18, 29.9, 12.21]	2.0	1.0	124
B	[25.84, 22.18, 25.95, 22.95, 21.84, 22.73, 23.41, 22.87, 30.22, 13.63]	1.0	0.0	0
A	[13.91, 23.06, 10.93, 27.8, 29.26, 15.15, 10.21, 26.89, 24.82, 15.13]	3.0	3.0	134
B	[16.38, 15.94, 27.14, 22.01, 28.5, 25.33, 13.3, 25.86, 24.09, 26.27]	4.0	0.0	0
D	[12.12, 26.66, 23.39, 13.83, 28.01, 21.72, 19.09, 26.03, 14.7, 28.56]	4.0	1.0	140
A	[28.41, 23.19, 13.26, 22.29, 10.64, 23.0, 26.14, 21.02, 20.95, 20.62]	4.0	0.0	0
C	[16.0, 29.71, 13.6, 15.17, 15.2, 12.69, 23.39, 26.63, 19.94, 17.32]	3.0	2.0	225
D	[30.05, 11.0, 25.79, 17.08, 10.81, 15.74, 15.46, 11.63, 17.19, 19.79]	4.0	3.0	142
C	[28.14, 19.19, 17.27, 16.61, 28.44, 28.68, 17.06, 19.16, 24.92, 27.09]	2.0	2.0	200
B	[22.93, 18.83, 25.72, 11.31, 23.2, 12.87, 24.47, 12.74, 29.34, 10.34]	2.0	1.0	62
A	[16.3, 11.32, 26.11, 23.13, 28.51, 17.44, 28.71, 19.68, 18.87, 29.66]	3.0	1.0	186
A	[15.5, 11.68, 23.13, 28.35, 25.89, 26.36, 22.25, 13.63, 29.23, 10.26]	4.0	0.0	0
A	[25.77, 10.68, 22.88, 29.01, 28.52, 13.35, 15.72, 27.41, 13.71, 28.89]	1.0	1.0	297
C	[21.51, 22.94, 13.81, 14.82, 18.52, 29.11, 13.75, 18.73, 24.4, 19.46]	3.0	2.0	156
A	[25.68, 10.35, 18.07, 28.46, 24.34, 18.31, 12.03, 18.87, 21.88, 20.06]	4.0	0.0	0
C	[15.89, 28.83, 10.95, 26.34, 26.33, 15.51, 24.68, 11.74, 29.22, 14.77]	3.0	2.0	171
A	[27.43, 29.7, 21.68, 22.46, 30.14, 18.5, 12.1, 16.19, 18.08, 21.95]	4.0	4.0	241
B	[23.49, 14.93, 16.31, 20.69, 15.38, 25.21, 19.38, 26.89, 15.97, 25.09]	4.0	0.0	0
C	[29.73, 21.2, 13.2, 13.28, 29.36, 26.93, 18.38, 21.31, 12.33, 14.95]	2.0	2.0	181
B	[16.62, 11.73, 16.99, 15.92, 10.96, 25.44, 14.82, 24.96, 22.97, 12.66]	4.0	0.0	0
B	[28.89, 30.05, 29.62, 20.19, 16.15, 12.64, 23.98, 25.64, 11.65, 24.67]	3.0	1.0	212
B	[19.59, 15.05, 14.4, 12.9, 16.39, 15.49, 19.93, 26.4, 14.98, 20.89]	2.0	1.0	215
D	[11.15, 19.92, 28.75, 12.13, 26.86, 25.23, 28.79, 23.03, 22.41, 21.92]	4.0	3.0	172
C	[17.83, 14.91, 28.97, 12.63, 29.3, 27.43, 26.42, 28.23, 30.2, 10.87]	4.0	3.0	143
D	[24.47, 17.97, 30.04, 29.1, 18.2, 13.99, 25.55, 21.6, 24.05, 29.32]	1.0	1.0	90
C	[29.2, 28.24, 20.0, 20.59, 26.14, 17.05, 26.59, 21.33, 19.85, 17.91]	2.0	1.0	65
D	[21.46, 17.29, 27.42, 26.13, 17.16, 28.26, 29.84, 21.76, 17.87, 28.92]	1.0	1.0	280
D	[16.6, 21.44, 18.14, 25.45, 20.93, 24.13, 29.35, 20.63, 16.46, 24.48]	2.0	2.0	152
C	[25.87, 17.46, 13.07, 11.98, 10.33, 26.98, 12.15, 27.73, 15.52, 28.53]	3.0	2.0	227
D	[27.99, 22.8, 17.91, 16.34, 21.29, 11.47, 13.51, 17.82, 16.2, 13.34]	2.0	0.0	0
C	[14.25, 10.77, 20.79, 21.41, 28.29, 27.31, 19.55, 23.37, 21.94, 20.86]	4.0	0.0	0
D	[11.23, 22.25, 25.53, 25.82, 29.15, 11.15, 28.95, 13.58, 28.76, 15.46]	1.0	1.0	209
A	[24.8, 28.95, 17.73, 26.77, 12.35, 26.83, 16.88, 27.44, 14.05, 29.61]	2.0	2.0	260
C	[26.28, 20.13, 20.63, 21.93, 19.25, 18.2, 12.02, 13.74, 14.71, 19.21]	2.0	2.0	162
B	[26.24, 14.86, 12.27, 27.35, 26.69, 23.03, 13.61, 23.92, 21.69, 29.02]	1.0	1.0	274
C	[12.88, 20.55, 26.54, 13.55, 30.15, 20.13, 13.36, 15.57, 12.8, 19.95]	3.0	0.0	0
C	[25.73, 24.13, 12.36, 17.36, 19.09, 28.39, 17.33, 18.02, 14.37, 11.5]	2.0	0.0	0
D	[28.47, 16.69, 26.22, 14.87, 18.63, 16.2, 22.15, 19.9, 24.38, 26.43]	4.0	0.0	0
C	[18.32, 11.12, 18.49, 15.79, 27.88, 13.3, 22.68, 20.03, 18.32, 26.35]	3.0	2.0	119
D	[23.72, 13.64, 23.01, 26.26, 11.02, 14.6, 28.68, 12.87, 18.83, 20.71]	2.0	0.0	0
D	[18.67, 25.15, 17.99, 12.6, 15.07, 28.52, 28.01, 14.93, 11.96, 16.02]	3.0	1.0	284
C	[13.31, 19.21, 28.29, 14.67, 15.26, 11.99, 23.47, 29.53, 23.68, 22.35]	4.0	0.0	0
A	[12.24, 13.02, 12.27, 24.51, 20.46, 21.21, 19.17, 18.27, 21.81, 21.61]	3.0	1.0	254
D	[29.57, 12.44, 21.05, 29.79, 21.14, 22.61, 29.7, 21.27, 13.53, 14.63]	1.0	1.0	165
A	[19.77, 19.61, 13.62, 12.53, 25.87, 28.9, 13.87, 29.68, 26.76, 20.37]	2.0	1.0	207
C	[13.36, 13.46, 13.83, 14.92, 13.49, 28.81, 11.33, 17.78, 16.2, 17.75]	4.0	3.0	221
A	[28.69, 29.19, 23.65, 16.96, 11.53, 16.38, 24.7, 16.15, 13.57, 16.16]	2.0	0.0	0
B	[14.03, 26.18, 25.38, 27.87, 23.74, 24.07, 17.72, 29.94, 12.55, 18.24]	3.0	1.0	224
A	[12.43, 25.94, 27.83, 10.93, 24.69, 10.56, 24.67, 12.05, 30.05, 26.86]	3.0	0.0	0
D	[17.14, 25.21, 25.98, 11.54, 23.26, 13.4, 20.74, 17.87, 11.82, 23.54]	1.0	1.0	179
C	[16.61, 25.76, 26.99, 19.81, 13.79, 11.0, 26.64, 20.75, 20.84, 22.22]	4.0	3.0	205
C	[25.63, 30.27, 18.7, 13.78, 14.58, 19.65, 17.91, 25.74, 12.5, 17.62]	1.0	1.0	255
D	[22.15, 12.7, 22.77, 10.91, 21.86, 21.72, 15.2, 28.88, 11.45, 21.25]	4.0	2.0	201
A	[26.44, 18.31, 25.01, 10.55, 15.76, 28.52, 28.91, 23.78, 13.41, 25.5]	3.0	0.0	0
D	[18.55, 17.77, 14.16, 22.3, 18.02, 21.89, 20.85, 23.59, 26.63, 13.29]	3.0	2.0	131
C	[13.99, 11.32, 29.2, 24.5, 13.35, 22.03, 25.52, 24.23, 26.14, 27.35]	1.0	1.0	72
D	[20.71, 30.06, 12.44, 25.29, 15.44, 15.55, 22.5, 20.84, 25.06, 26.39]	2.0	2.0	124
D	[16.58, 21.14, 11.66, 26.83, 12.07, 17.09, 20.1, 10.33, 29.08, 23.37]	3.0	1.0	285
B	[15.56, 14.16, 19.34, 17.66, 22.11, 18.98, 16.82, 17.84, 17.12, 16.49]	3.0	3.0	174
B	[29.0, 14.25, 25.6, 12.57, 24.8, 29.41, 23.14, 16.95, 22.26, 15.05]	3.0	2.0	182
B	[12.41, 10.28, 26.55, 13.25, 16.67, 21.83, 29.85, 23.73, 25.05, 27.31]	2.0	0.0	0
B	[17.41, 22.69, 27.65, 10.64, 16.39, 29.24, 29.54, 16.32, 13.45, 21.35]	3.0	2.0	176
D	[28.49, 25.57, 10.31, 19.59, 14.88, 10.62, 23.17, 30.03, 19.82, 20.83]	1.0	1.0	283
C	[28.36, 10.86, 13.86, 15.0, 28.73, 15.77, 26.75, 11.91, 30.23, 20.73]	3.0	0.0	0
C	[11.21, 29.36, 21.83, 19.85, 19.74, 29.49, 20.26, 14.44, 19.8, 28.9]	2.0	0.0	0
A	[19.77, 28.98, 25.53, 23.67, 18.73, 25.4, 29.97, 11.55, 28.62, 20.21]	4.0	3.0	220
D	[19.19, 10.67, 24.58, 12.93, 19.8, 15.74, 18.54, 24.58, 10.89, 27.24]	3.0	1.0	274
C	[10.95, 15.07, 12.45, 17.6, 24.96, 13.07, 27.56, 28.91, 26.39, 25.98]	4.0	1.0	181
D	[21.29, 23.13, 20.56, 13.74, 14.57, 11.27, 13.09, 14.97, 17.12, 16.24]	2.0	0.0	0
C	[23.1, 15.26, 15.55, 16.33, 25.8, 24.65, 24.22, 29.19, 23.14, 19.88]	2.0	0.0	0
D	[24.71, 22.8, 13.15, 23.42, 29.32, 15.52, 22.95, 17.88, 19.55, 25.44]	3.0	2.0	172
C	[14.05, 27.01, 20.26, 12.45, 29.46, 28.27, 15.6, 19.19, 29.97, 24.59]	2.0	1.0	300
B	[11.32, 14.04, 24.63, 23.03, 17.37, 29.83, 23.14, 22.18, 29.23, 12.69]	4.0	4.0	203
A	[21.14, 11.09, 13.91, 20.84, 15.39, 10.77, 19.18, 19.1, 25.52, 22.43]	2.0	1.0	109
C	[14.89, 25.9, 29.83, 19.3, 15.5, 24.83, 11.06, 27.11, 29.76, 16.0]	1.0	1.0	69
A	[20.41, 17.58, 14.14, 11.63, 24.77, 19.85, 30.08, 10.72, 25.16, 13.21]	2.0	1.0	77
A	[22.44, 20.02, 10.97, 18.62, 28.08, 17.35, 21.2, 30.11, 16.59, 12.9]	2.0	2.0	196
B	[15.09, 28.69, 21.67, 25.17, 10.75, 24.9, 29.34, 29.78, 23.01, 18.44]	3.0	1.0	74
B	[20.08, 18.05, 19.4, 23.28, 13.86, 14.37, 14.18, 17.33, 24.71, 20.64]	2.0	1.0	219
B	[24.52, 14.73, 20.78, 26.43, 20.72, 10.75, 23.66, 12.39, 26.21, 28.64]	3.0	1.0	98
A	[23.41, 13.65, 28.6, 25.66, 28.53, 24.85, 16.21, 23.97, 19.77, 25.01]	2.0	2.0	180
D	[20.94, 14.63, 23.17, 18.79, 19.46, 29.84, 22.48, 29.77, 14.0, 21.1]	2.0	1.0	134
D	[22.72, 28.22, 15.32, 14.44, 27.96, 18.46, 18.3, 23.39, 11.88, 22.5]	1.0	1.0	96
B	[29.5, 17.87, 11.7, 20.75, 25.85, 27.39, 10.24, 10.64, 17.33, 27.58]	1.0	0.0	0
B	[26.05, 26.16, 15.29, 19.36, 20.72, 24.33, 20.27, 20.68, 11.61, 25.1]	3.0	3.0	173
C	[12.89, 22.94, 22.45, 20.86, 28.92, 25.58, 13.51, 25.45, 26.92, 28.75]	4.0	3.0	136
D	[26.21, 26.71, 16.7, 19.36, 28.95, 13.47, 22.05, 11.08, 27.96, 14.25]	4.0	1.0	201
D	[15.82, 22.68, 25.78, 14.29, 20.19, 20.0, 19.73, 25.53, 16.68, 12.19]	2.0	0.0	0
B	[19.06, 15.2, 22.18, 30.11, 28.67, 18.78, 29.2, 11.48, 25.12, 17.1]	3.0	2.0	167
B	[25.56, 14.71, 13.11, 10.21, 20.31, 18.25, 18.91, 27.51, 25.93, 24.82]	4.0	1.0	178
A	[29.72, 12.23, 24.31, 10.98, 16.38, 30.2, 12.62, 12.58, 22.72, 28.67]	2.0	1.0	97
A	[13.61, 25.77, 12.52, 19.06, 28.96, 15.94, 15.48, 27.59, 22.93, 14.06]	1.0	0.0	0
B	[26.6, 14.87, 22.48, 23.77, 18.5, 29.22, 22.31, 17.24, 26.47, 19.89]	4.0	3.0	207
B	[25.65, 15.37, 30.12, 16.78, 10.2, 28.89, 15.83, 27.53, 18.03, 24.83]	2.0	0.0	0
C	[29.5, 12.19, 12.78, 22.47, 27.86, 29.08, 21.99, 19.96, 23.5, 29.92]	3.0	0.0	0
A	[28.66, 24.56, 22.58, 22.86, 26.63, 22.16, 17.98, 19.67, 16.25, 18.11]	3.0	3.0	84
D	[27.07, 23.1, 10.37, 28.58, 26.86, 30.15, 14.02, 12.46, 18.62, 25.82]	4.0	3.0	183
C	[27.42, 19.21, 22.04, 22.64, 25.13, 30.18, 18.56, 19.07, 24.58, 15.67]	2.0	0.0	0
C	[22.15, 24.81, 24.67, 15.31, 13.02, 26.2, 11.4, 12.38, 14.65, 26.33]	2.0	0.0	0
D	[10.84, 24.25, 26.07, 16.02, 22.01, 30.18, 21.55, 28.95, 11.21, 14.79]	2.0	1.0	174
B	[25.0, 12.01, 17.56, 25.53, 27.89, 30.15, 21.66, 24.68, 14.13, 15.27]	1.0	0.0	0
D	[13.95, 21.8, 29.6, 12.31, 16.36, 30.28, 27.05, 13.59, 14.41, 19.76]	2.0	0.0	0
B	[13.5, 13.96, 20.49, 28.7, 14.6, 22.67, 16.55, 14.13, 16.25, 29.72]	1.0	1.0	178
B	[29.75, 30.13, 30.19, 24.67, 25.72, 29.4, 13.83, 30.28, 19.33, 29.88]	4.0	2.0	153
B	[22.57, 25.75, 17.93, 29.06, 20.38, 29.09, 18.38, 15.77, 24.7, 16.95]	2.0	0.0	0
D	[10.78, 11.2, 17.94, 20.17, 24.18, 15.78, 23.32, 12.51, 19.26, 20.94]	3.0	1.0	232
B	[28.82, 11.15, 11.82, 13.78, 12.67, 27.4, 21.64, 19.14, 12.68, 13.27]	1.0	0.0	0
A	[16.62, 27.22, 16.23, 18.66, 10.67, 13.95, 27.56, 19.61, 15.78, 22.97]	2.0	2.0	171
A	[27.63, 23.97, 25.01, 21.52, 11.29, 26.21, 25.86, 11.43, 16.33, 26.73]	1.0	1.0	238
C	[13.13, 22.0, 10.82, 28.77, 16.49, 25.56, 10.72, 25.42, 22.34, 10.38]	3.0	0.0	0
B	[29.35, 11.6, 20.87, 27.42, 27.41, 13.88, 22.48, 24.93, 22.61, 22.04]	1.0	0.0	0
D	[15.08, 14.2, 14.74, 14.35, 22.82, 30.17, 13.92, 16.62, 17.57, 17.3]	1.0	0.0	0
D	[29.75, 28.02, 19.72, 18.01, 26.46, 25.12, 21.11, 12.76, 12.27, 15.97]	3.0	1.0	196
A	[23.9, 29.99, 25.53, 11.05, 11.68, 11.2, 13.97, 27.6, 12.21, 10.39]	4.0	0.0	0
A	[24.54, 21.35, 11.11, 17.41, 27.11, 17.19, 17.72, 29.5, 29.37, 21.77]	3.0	2.0	124
C	[10.86, 27.39, 23.92, 27.43, 11.2, 15.23, 16.48, 15.85, 15.44, 22.37]	3.0	0.0	0
A	[19.16, 14.86, 27.52, 27.44, 23.95, 15.62, 27.87, 22.53, 18.92, 27.84]	4.0	2.0	248
B	[13.47, 11.79, 12.97, 11.58, 23.44, 22.34, 11.78, 15.05, 25.27, 17.69]	1.0	1.0	104
C	[11.31, 22.19, 18.81, 24.59, 23.1, 26.66, 24.83, 24.59, 19.53, 11.74]	2.0	2.0	223
D	[13.97, 14.05, 12.45, 14.29, 25.97, 27.11, 29.67, 22.28, 18.9, 13.24]	1.0	0.0	0
A	[17.28, 10.74, 10.28, 12.45, 19.1, 17.33, 14.89, 25.36, 10.95, 30.05]	1.0	0.0	0
D	[19.86, 14.94, 29.21, 29.09, 24.28, 23.87, 30.05, 24.76, 23.65, 14.13]	4.0	1.0	120
A	[21.79, 10.45, 13.41, 28.82, 20.54, 18.36, 25.59, 25.54, 15.93, 30.06]	3.0	2.0	93
C	[28.17, 26.97, 15.21, 20.86, 12.07, 20.01, 15.15, 13.72, 14.37, 10.21]	1.0	1.0	182
C	[28.41, 26.58, 27.05, 12.26, 10.25, 29.61, 10.43, 18.98, 25.29, 19.49]	1.0	1.0	209
A	[22.78, 26.62, 26.15, 11.65, 14.22, 26.4, 24.33, 17.57, 23.52, 20.0]	4.0	1.0	92
B	[16.28, 26.37, 15.19, 20.47, 15.94, 13.13, 25.27, 15.75, 14.77, 15.79]	4.0	4.0	152
B	[20.61, 24.57, 22.5, 16.59, 23.89, 19.03, 15.54, 23.38, 18.41, 27.75]	1.0	1.0	213
C	[10.67, 11.97, 27.71, 15.14, 21.51, 24.93, 18.51, 28.11, 25.94, 12.17]	4.0	3.0	131
B	[29.93, 20.24, 24.32, 28.5, 17.22, 16.61, 16.97, 29.23, 20.37, 19.51]	3.0	3.0	173
D	[21.46, 20.28, 20.49, 16.09, 11.97, 27.65, 13.7, 11.71, 27.88, 30.07]	4.0	0.0	0
A	[14.47, 24.29, 26.04, 22.17, 11.24, 22.09, 29.06, 17.13, 26.25, 11.38]	4.0	1.0	167
B	[19.23, 14.46, 17.33, 28.11, 24.19, 29.3, 14.83, 24.9, 19.38, 15.14]	2.0	1.0	109
A	[12.01, 28.04, 25.71, 16.48, 16.2, 25.66, 28.79, 28.69, 12.13, 24.27]	2.0	1.0	82
B	[22.38, 16.0, 28.7, 29.22, 15.96, 19.13, 24.04, 23.18, 11.79, 29.11]	2.0	1.0	243
B	[18.44, 16.14, 29.83, 16.09, 15.07, 17.37, 19.7, 29.39, 11.9, 28.99]	1.0	0.0	0
A	[12.77, 13.96, 22.63, 12.17, 12.59, 14.41, 24.49, 13.0, 27.27, 12.75]	4.0	4.0	121
B	[15.01, 29.27, 10.41, 28.44, 29.22, 19.63, 28.3, 16.92, 20.6, 19.38]	2.0	0.0	0
B	[20.54, 21.12, 24.84, 22.45, 19.14, 15.08, 15.66, 16.4, 19.38, 12.95]	4.0	4.0	179
B	[30.14, 13.75, 28.85, 16.53, 11.71, 10.71, 24.7, 19.38, 24.84, 11.57]	2.0	2.0	209
D	[26.31, 28.25, 18.89, 27.29, 15.89, 21.71, 23.73, 30.07, 29.31, 26.74]	4.0	4.0	220
A	[25.17, 21.28, 28.51, 26.42, 24.38, 19.11, 29.85, 28.48, 24.93, 26.17]	4.0	2.0	102
B	[12.61, 13.64, 21.36, 25.17, 27.38, 22.08, 17.22, 20.27, 12.38, 30.01]	3.0	2.0	122
C	[19.24, 27.14, 11.57, 29.14, 11.09, 24.21, 25.7, 25.82, 23.91, 21.97]	4.0	1.0	115
D	[23.02, 23.85, 21.74, 16.35, 22.17, 28.57, 27.44, 12.84, 27.33, 26.17]	3.0	1.0	180
B	[28.21, 26.57, 21.91, 18.01, 21.38, 26.44, 20.02, 24.2, 27.34, 14.77]	3.0	0.0	0
D	[30.14, 12.04, 22.28, 27.73, 13.34, 13.77, 30.27, 22.8, 23.33, 24.01]	1.0	0.0	0
A	[27.49, 16.76, 26.74, 17.28, 15.74, 29.04, 19.43, 26.01, 10.2, 26.14]	1.0	1.0	289
A	[22.69, 19.08, 11.91, 25.82, 20.12, 14.34, 21.7, 27.5, 12.0, 10.8]	2.0	2.0	207
B	[18.88, 19.72, 14.31, 11.49, 29.34, 16.17, 16.25, 23.52, 24.91, 20.53]	4.0	4.0	145
B	[16.41, 19.18, 17.79, 26.38, 29.85, 15.52, 16.66, 14.75, 24.88, 23.14]	1.0	1.0	132
C	[10.29, 10.69, 17.13, 21.4, 27.53, 23.82, 17.5, 14.83, 25.9, 17.99]	4.0	4.0	208
A	[15.29, 12.08, 28.79, 20.15, 15.53, 10.72, 29.05, 21.91, 18.94, 17.64]	4.0	2.0	218
D	[14.08, 18.45, 12.56, 16.81, 21.39, 10.45, 27.24, 19.69, 17.84, 25.37]	2.0	0.0	0
B	[11.68, 29.59, 27.48, 11.92, 14.42, 15.29, 24.31, 25.49, 24.47, 28.32]	3.0	1.0	247
A	[23.29, 14.14, 23.11, 11.83, 22.48, 21.13, 24.42, 18.03, 12.44, 21.5]	2.0	0.0	0
A	[14.44, 21.0, 29.98, 16.68, 11.64, 22.3, 10.49, 24.83, 11.61, 14.8]	4.0	3.0	184
